"video_id","view_count","like_count","dislike_count","favorite_count","comment_count","published_date","category_id"
"b_HgUIiN8Xg",1338,1,0,0,0,"2011-02-06T12:46:11.000Z",29
"InUvD04noyM",77624,127,6,0,37,"2011-08-24T16:09:56.000Z",2
"R3n5I-HyKeU",3434,1,0,0,0,"2012-03-25T16:23:47.000Z",24
"HSEAXfUz0iw",3061,17,0,0,3,"2009-04-21T09:15:35.000Z",22
"MrUoh4zt2g0",23258,NULL,NULL,0,20,"2012-06-16T18:58:22.000Z",24
"83wv6xFkawE",20525,19,9,0,0,"2015-06-29T12:50:07.000Z",22
"pOGzKwkvghs",5922,12,1,0,11,"2013-01-30T17:51:10.000Z",25
"1vlNNKOHjO0",2978,4,0,0,4,"2009-01-19T00:54:27.000Z",22
"P7dLW0LXDo4",54831,186,24,0,50,"2011-09-01T07:14:40.000Z",17
"KyOv9dwoYYY",6945,18,8,0,1,"2011-12-20T15:17:01.000Z",25
"giVE53-4tDU",5482,8,0,0,2,"2012-04-28T14:56:16.000Z",24
"BMcG4_mNMj0",2161,6,0,0,0,"2010-10-22T19:46:40.000Z",28
"ugZd2DaedDU",1324,1,0,0,0,"2009-07-30T16:14:44.000Z",22
"3RMwgNlNUJU",25984,54,1,0,12,"2007-09-19T02:33:59.000Z",23
"NaERNYFJDfE",11675,13,1,0,0,"2011-11-30T15:26:50.000Z",22
"cXTljXYcj14",56175,131,7,0,51,"2010-05-12T17:54:10.000Z",24
"bX_sstIKMBQ",101552,414,19,0,67,"2009-06-25T23:18:50.000Z",22
"5IvZS9-_Uy4",4151,4,1,0,1,"2007-08-22T17:19:45.000Z",22
"jz5GXm5AZAc",92933,166,12,0,7,"2008-06-27T19:28:45.000Z",10
"Rd1IPjsSP3g",8362,29,1,0,0,"2015-04-08T23:44:49.000Z",22
"r3dt7l8-Bgo",48636,68,4,0,10,"2014-02-25T03:04:07.000Z",22
"ZW720M9fT4c",2046,11,0,0,1,"2012-06-02T04:00:52.000Z",24
"1H8Yt0IRQHY",60701,30,3,0,2,"2012-05-12T12:56:32.000Z",1
"ZjSwIQPk-zo",11555,19,2,0,16,"2015-01-17T21:54:34.000Z",24
"2Dbq1xOCwnA",6589,5,1,0,7,"2011-04-29T04:05:30.000Z",22
"mvEOOnU9w9Y",5299,12,0,0,1,"2009-08-18T05:58:40.000Z",24
"w9nsItkq9Gk",13479,93,0,0,2,"2010-04-29T10:43:54.000Z",24
"fu7Uq2oLy2U",50408,53,4,0,4,"2012-04-15T04:49:05.000Z",22
"-IZ-dOldp6U",11250,6,1,0,1,"2010-05-27T21:50:06.000Z",24
"2GtZ8zXZvYo",9633,13,0,0,0,"2013-04-04T05:27:22.000Z",1
"5TRtwaHwFpo",2768,0,0,0,0,"2012-10-22T14:12:13.000Z",26
"sble0Btzw-k",13103,12,1,0,6,"2011-02-04T14:25:40.000Z",24
"B3QkfwWfb-8",265907,175,6,0,28,"2012-05-04T11:21:22.000Z",1
"B6Golz_mpYA",2580,4,1,0,1,"2012-02-23T19:17:48.000Z",22
"H0lepvEVJv8",1601,6,0,0,0,"2007-11-14T15:14:39.000Z",1
"Knf1BfEJa0M",37758,101,11,0,57,"2007-09-05T03:45:12.000Z",24
"L7G6cg-FKgA",40283,70,3,0,8,"2010-02-16T16:20:04.000Z",2
"9e2pStFxTeM",305465,2180,63,0,173,"2011-03-11T16:32:28.000Z",10
"ckmar83NtS0",4158,6,2,0,7,"2009-01-15T16:33:30.000Z",27
"8I2QFyLakaI",7531,22,1,0,3,"2011-09-29T19:19:10.000Z",28
"S4xnn7nBu0s",3152,8,0,0,6,"2013-03-29T01:00:56.000Z",24
"3xw34OdZPT8",11511,119,12,0,5,"2014-11-08T01:43:47.000Z",23
"ruUvfGzK_zc",5869,26,1,0,6,"2012-05-07T02:15:29.000Z",24
"dr_Nm0ZPAIk",9192,2,3,0,3,"2008-10-03T23:54:39.000Z",23
"tWHnYg8rcBw",8317,6,0,0,1,"2013-06-09T04:01:08.000Z",24
"yy6_w7dHsUI",2452,17,0,0,2,"2011-10-21T18:33:18.000Z",17
"fK8o0aARA54",6542,8,0,0,2,"2012-05-21T22:55:35.000Z",24
"Jc11glvsGYI",6710,19,1,0,1,"2014-07-08T08:10:15.000Z",24
"LM3ZaJr3BIU",4493,NULL,NULL,0,NULL,"2014-11-05T04:53:30.000Z",22
"7WK7mMAK1ws",23251,11,4,0,2,"2008-02-02T18:07:43.000Z",23
"dCsS_6-EJQs",136365,265,17,0,42,"2014-09-22T22:59:43.000Z",20
"kqXw-voi3f8",18091,128,2,0,37,"2015-02-28T13:43:07.000Z",22
"46tkRI17ehA",1108,2,0,0,0,"2009-09-30T21:58:01.000Z",29
"K7wdwmXQwZc",2640,1,2,0,1,"2006-09-29T08:26:58.000Z",2
"i1pSCQu8TNI",4577,7,0,0,1,"2008-04-17T22:00:53.000Z",1
"Jpkrciua0_I",1727,5,0,0,1,"2011-12-06T01:49:24.000Z",24
"PjrFHCkqJoQ",328514,2589,56,0,248,"2014-03-17T20:29:11.000Z",24
"ioV51TvveR4",4449,3,5,0,3,"2007-09-05T15:53:56.000Z",23
"a5iszcKBNFM",90754,100,5,0,6,"2014-06-19T16:08:37.000Z",25
"3XBAWOw45DM",52300,42,19,0,0,"2011-02-21T22:38:38.000Z",24
"3Em7Ymmc29U",98026,211,17,0,39,"2013-04-05T10:58:59.000Z",19
"-G2jLYw29Vo",72369,272,3,0,48,"2012-08-09T17:38:54.000Z",22
"gyUhjEsPKHA",2660,4,0,0,0,"2010-11-19T19:55:36.000Z",24
"9KRslMqfYK8",3500,2,0,0,0,"2009-11-26T09:55:18.000Z",29
"kYzQLi1OSoE",25661,18,1,0,4,"2014-08-24T14:28:28.000Z",1
"JRrKMp-3P90",1470,7,2,0,4,"2008-05-12T03:46:14.000Z",23
"_Jf656Oq-Bs",15564,24,0,0,8,"2010-02-24T03:22:17.000Z",28
"ryBD66AwcQE",16165,72,8,0,5,"2015-06-11T11:34:08.000Z",24
"Mo0qP7K_Hdk",3632,5,0,0,1,"2011-09-20T13:49:40.000Z",24
"NSBcaix4UAE",1940,1,1,0,0,"2011-04-14T03:10:49.000Z",10
"7rcqKWIfTyM",25295,73,6,0,41,"2011-02-21T15:25:53.000Z",24
"Ftu93kNmucA",5692,6,0,0,4,"2013-01-03T01:12:29.000Z",24
"d9Gtwly9Osg",3218,2,1,0,3,"2009-08-23T22:29:16.000Z",24
"vbSRS_esvHw",4225,8,1,0,2,"2013-08-06T02:50:23.000Z",1
"dW2iZAZL70M",2287,6,1,0,2,"2010-09-15T02:59:15.000Z",22
"xd_H_9ql-CQ",9515,26,0,0,8,"2008-08-18T02:25:15.000Z",1
"vQPbi9kUJf0",22473,118,7,0,0,"2011-08-05T15:51:38.000Z",27
"rvcN8iISJhk",28474,143,3,0,24,"2011-05-01T11:16:28.000Z",27
"bpR6-8yynPk",92298,153,71,0,3,"2012-01-06T18:49:46.000Z",10
"BRTH7CUUWsA",2425,NULL,NULL,0,0,"2013-01-20T14:46:52.000Z",25
"4S_DK0bXjsQ",99579,296,17,0,38,"2013-03-22T11:28:45.000Z",24
"gmJREk7a0XQ",10189,21,0,0,1,"2012-12-02T04:34:52.000Z",24
"VIoLiRIgaHw",12635,22,5,0,13,"2012-10-25T03:17:45.000Z",28
"Ewgm2FDlN20",12816,22,1,0,4,"2014-09-13T00:31:38.000Z",22
"bwJJ4NCctWs",5297,11,0,0,8,"2011-10-23T21:37:56.000Z",24
"sUwAHyoUgvA",6059,8,0,0,0,"2012-12-09T12:46:06.000Z",24
"Xjmpd-BOy44",2123,8,1,0,0,"2013-10-03T18:28:32.000Z",15
"fhwNseUbl6o",16976,87,5,0,5,"2013-10-14T00:25:17.000Z",22
"MCbfm4TbQNw",3235,11,1,0,5,"2008-10-29T00:45:31.000Z",24
"DvAHgCh633A",12569,10,0,0,7,"2009-07-10T13:21:04.000Z",24
"W16aFBU7TPc",3582,4,2,0,0,"2012-09-27T00:00:53.000Z",26
"AGgXT4CNCTM",17906,59,1,0,26,"2008-09-04T06:56:49.000Z",24
"zys8ghrSBN0",4427,14,0,0,0,"2011-12-26T05:29:50.000Z",1
"MuekHmBHiF4",25907,120,1,0,NULL,"2008-10-06T16:09:32.000Z",2
"sq4qTSdcixY",1966,4,0,0,0,"2012-07-12T22:09:47.000Z",26
"Xa0NVAMnANs",3985,4,0,0,0,"2012-11-14T09:09:09.000Z",1
"9MiS7D08A_8",2240,4,0,0,1,"2010-01-22T20:06:58.000Z",24
"aljRt8MUwyE",4070,1,0,0,1,"2013-06-11T05:38:34.000Z",27
"prmZdpXBlRo",79385,398,67,0,194,"2014-11-13T19:44:31.000Z",28
"ZIUtowyTCKM",1299,6,0,0,2,"2009-01-15T06:42:18.000Z",1
"GIiGU_I1cqs",3134,3,0,0,1,"2014-10-30T18:01:40.000Z",24
"7amteC29yyQ",10995,16,2,0,2,"2010-03-22T13:45:54.000Z",10
"Q3vmJq-5O5I",7104,9,3,0,1,"2011-01-24T03:57:14.000Z",24
"d6_i9ytif78",2582,13,1,0,0,"2010-10-13T23:02:28.000Z",1
"dVgkCRCyOe0",225826,1431,45,0,335,"2012-01-02T23:59:37.000Z",24
"ILyFZzgh-xo",6347,14,0,0,2,"2012-02-23T12:24:32.000Z",1
"aTd5CbmSz64",83189,142,13,0,23,"2013-03-06T17:19:22.000Z",28
"se56pG95wEQ",2283,3,2,0,1,"2011-04-15T15:39:06.000Z",22
"zv2kALdSkyY",4385,12,2,0,2,"2013-04-28T02:07:01.000Z",24
"x1RogBD7xKY",13960,15,0,0,4,"2015-01-03T11:42:49.000Z",20
"X6lwB9p8cSQ",69050,67,9,0,4,"2013-08-21T09:01:54.000Z",27
"-1N9km9FJxo",123012,25,15,0,5,"2011-01-08T02:51:18.000Z",22
"quKLd-K6KQc",25672,18,1,0,0,"2011-05-01T06:22:21.000Z",24
"5dCrRtYY7eM",7676,19,4,0,0,"2014-01-15T09:26:29.000Z",2
"7xJ5nXBFAWM",4788,12,0,0,0,"2011-08-07T13:18:16.000Z",24
"2Ew-CsTY5d0",252891,783,34,0,31,"2012-01-12T08:06:08.000Z",10
"qdWwbrgC1cg",15753,32,1,0,5,"2013-06-01T08:41:16.000Z",24
"bxx6MQGKuhg",7100,12,1,0,5,"2015-01-10T01:23:32.000Z",22
"s1kPuHQxz9I",1500,3,0,0,0,"2007-04-09T12:06:28.000Z",24
"IHKRoR5nHUA",1776,4,0,0,1,"2007-01-11T08:15:43.000Z",24
"dEG2sDkOEwY",1479,7,0,0,1,"2012-03-09T19:48:41.000Z",19
"oT4hnjxedyA",26590,38,3,0,7,"2013-01-30T17:35:57.000Z",22
"9SLa0rn1JAk",42661,48,6,0,8,"2012-05-18T14:33:47.000Z",24
"JYtEXpXzARQ",69992,12,4,0,3,"2007-09-15T04:14:47.000Z",22
"EBPR70-WTIY",148671,1406,63,0,573,"2013-12-22T22:10:38.000Z",23
"czq3AlvSh6A",6246,4,0,0,1,"2008-07-09T23:46:40.000Z",1
"hMHyPWdnwEI",22654,50,2,0,9,"2010-08-27T21:14:26.000Z",1
"49Ac5717S2M",59686,118,20,0,12,"2013-07-07T03:27:43.000Z",24
"ngHfyUIH6hM",28701,162,6,0,21,"2011-03-09T11:26:53.000Z",22
"XrogVCxd__0",30536,138,6,0,18,"2006-10-03T12:30:10.000Z",23
"IYqRPa-jfoE",3070,2,0,0,1,"2009-10-09T05:04:57.000Z",24
"62VbNgZzCzc",1884,4,0,0,1,"2011-08-07T15:22:13.000Z",24
"jaRSmwqixKk",4415,0,0,0,0,"2010-10-07T07:58:01.000Z",20
"d2vLdNth9SU",9461,10,1,0,8,"2009-12-12T20:22:19.000Z",24
"uY-RfXIac5o",41460,62,4,0,6,"2010-07-09T16:40:57.000Z",24
"czdoWOMgpec",4260,26,1,0,0,"2009-12-20T16:49:10.000Z",24
"0PcuPpbRGuY",23876,8,1,0,3,"2011-06-14T13:46:51.000Z",24
"Vmn-afy84ao",3631,7,1,0,0,"2008-08-11T05:14:52.000Z",24
"oKIkcMX3fX8",3292,49,0,0,2,"2014-10-17T10:36:53.000Z",24
"PHa9vobHNEw",8061,10,1,0,2,"2011-02-15T03:18:43.000Z",24
"XHaYlKeXafA",2768,3,0,0,0,"2009-05-23T14:29:47.000Z",1
"55-1ZxwE-DI",397876,NULL,NULL,0,14,"2013-04-23T14:02:24.000Z",22
"efiteMq_oUY",5689,18,0,0,3,"2014-01-08T23:36:07.000Z",24
"mXQXywv0rlw",1654,2,2,0,0,"2010-05-06T17:17:26.000Z",1
"Yz9LekhDLdo",31665,89,5,0,13,"2012-01-21T17:43:47.000Z",24
"N5tycBzqDys",4010,32,1,0,7,"2014-07-13T11:35:18.000Z",24
"3emS7V8muRU",8004,56,0,0,2,"2014-06-02T04:25:02.000Z",1
"Y4guYfHcm44",13489,39,2,0,4,"2012-01-03T09:19:54.000Z",24
"9viGF0ifols",4747,5,1,0,3,"2012-01-06T20:10:02.000Z",24
"LbYfYg8S-VE",198323,319,10,0,115,"2009-10-25T04:56:27.000Z",1
"h_0yj6T11s0",30655,64,7,0,4,"2015-07-23T15:00:02.000Z",24
"SZq0CIpi2Xs",58269,223,7,0,10,"2015-01-04T04:46:56.000Z",24
"Yu_riR2fZo4",4347,27,2,0,1,"2011-09-07T19:09:45.000Z",24
"o0appa13XK4",23507,115,17,0,43,"2008-09-16T06:27:22.000Z",23
"I1YTahnDy1Y",19077,89,3,0,12,"2011-10-09T14:41:33.000Z",28
"34PppFFJF0Q",3314,1,0,0,5,"2012-02-16T14:10:18.000Z",24
"ryCEVu1m8kE",83093,41,18,0,5,"2012-08-05T13:53:04.000Z",1
"ci2QQdo-c4E",11730,41,3,0,3,"2012-07-16T09:09:11.000Z",28
"D7BgAAR9e3s",3986,7,0,0,5,"2012-07-18T01:57:43.000Z",1
"kevhaOI-0E8",7493,11,1,0,1,"2012-08-09T05:55:09.000Z",22
"EhtxkRLQaGA",141143,85,13,0,16,"2015-02-17T14:27:04.000Z",22
"kqEB4v6cNuQ",9554,21,0,0,4,"2012-04-24T18:39:55.000Z",24
"RYcD5-llFBA",4978,5,0,0,0,"2009-06-10T20:25:39.000Z",24
"wHqEopoX_MI",2561,12,0,0,1,"2014-03-13T22:39:13.000Z",19
"uvJAKZqXtu0",9446,6,4,0,4,"2012-01-04T13:30:39.000Z",24
"p5d9mr4-Wvo",10391,15,3,0,4,"2008-02-07T17:21:56.000Z",2
"T0PXNAxnSJw",169361,85,20,0,11,"2014-06-24T13:14:13.000Z",1
"vL5FTLUm7Bo",3684,5,0,0,4,"2010-07-16T09:35:00.000Z",24
"bgmKEgYcrfw",4825,4,3,0,0,"2011-03-18T01:45:09.000Z",24
"cEW7yf-w1HE",2501,1,0,0,0,"2010-05-20T22:47:46.000Z",24
"jr0e8w2vCwo",2982,4,0,0,0,"2010-12-27T06:20:20.000Z",24
"IFki4uQ_PRI",2039,3,0,0,0,"2011-08-18T14:32:42.000Z",24
"heCnoMgmdc4",5964,32,2,0,8,"2013-03-27T17:05:21.000Z",20
"lqI-I8xfGxk",5227,7,3,0,2,"2014-12-25T10:33:40.000Z",22
"mEGPrMC7LZI",122335,93,12,0,19,"2014-09-08T14:18:22.000Z",1
"kGDjc9SBX6o",9471,5,0,0,2,"2013-01-02T14:00:58.000Z",24
"zCL1c8JCepg",55011,205,7,0,53,"2007-03-19T22:01:54.000Z",24
"zjkQgGb3UAs",22427,66,1,0,33,"2008-12-20T19:50:25.000Z",24
"DeNB-hQqs2I",1407,NULL,NULL,0,0,"2011-06-22T16:41:55.000Z",23
"afOjo8ZCoFI",5492,17,0,0,0,"2014-05-12T20:00:24.000Z",1
"NvS5MNGrxTE",6412,37,0,0,10,"2012-02-28T12:32:04.000Z",22
"t2HzJxwOuvs",2774,18,1,0,6,"2009-07-22T21:22:28.000Z",2
"0qmjMHXLAV8",21064,97,2,0,21,"2014-12-11T22:02:27.000Z",2
"YG2nGaRCWjo",282427,159,13,0,12,"2009-07-13T04:20:15.000Z",15
"m7hXebWfn1Y",40392,88,7,0,16,"2013-05-06T01:22:57.000Z",2
"i1h4Qu0HgGM",1622,8,4,0,5,"2009-06-09T19:06:40.000Z",26
"ZsPhhboeqao",109696,477,29,0,35,"2009-05-29T17:25:10.000Z",19
"iwoQ2OFiAGQ",2570,0,1,0,0,"2011-05-13T23:37:53.000Z",24
"GZnYLNPAM20",2581,5,0,0,0,"2011-11-05T17:12:03.000Z",1
"eXidEax2s1E",37947,18,9,0,2,"2013-06-02T20:56:14.000Z",1
"q7aTZv3Q51E",92385,108,14,0,9,"2013-08-31T07:21:53.000Z",1
"60-lLuAfSpk",12657,75,2,0,NULL,"2012-04-15T10:51:53.000Z",24
"s4jsa1q0UFU",74565,81,5,0,144,"2008-03-22T02:51:10.000Z",24
"jOleeBVRkIM",43284,68,1,0,7,"2011-10-26T04:33:31.000Z",24
"udwjLbxxz2E",195454,167,44,0,93,"2012-05-22T21:31:25.000Z",24
"lj1FjU0nm6c",2726,8,1,0,2,"2013-01-09T02:31:36.000Z",28
"8XTFjvkA8qk",2015,5,3,0,0,"2012-03-01T23:50:33.000Z",24
"hp9y_S79C2s",2245,7,1,0,0,"2014-03-17T13:20:12.000Z",24
"Xxr7OIoh_0M",9792,20,6,0,13,"2012-12-15T21:07:30.000Z",24
"5phcvoTsnrg",3018,10,1,0,1,"2012-12-30T10:32:24.000Z",26
"sNQ2AXJFzOw",104387,58,13,0,14,"2012-12-13T04:53:04.000Z",24
"5bK-xqCMUEo",26976,71,12,0,28,"2015-06-02T23:48:37.000Z",1
"NkWxeV0B8bg",10277,6,5,0,0,"2010-10-20T01:06:47.000Z",25
"6MpWpNU-ec0",11447,45,2,0,5,"2013-03-29T01:19:47.000Z",24
"HFarHbUsNl8",4164,23,3,0,2,"2013-03-08T11:15:00.000Z",28
"V0AfXHeqly0",3025,1,0,0,1,"2012-03-10T00:41:26.000Z",24
"iWHmAsW9yJE",5840,3,1,0,0,"2014-05-25T15:00:02.000Z",2
"YuBomvQrY3o",2537,4,0,0,0,"2012-04-08T23:37:22.000Z",24
"hQHca1EWd8k",4268,3,1,0,0,"2012-03-01T15:43:45.000Z",24
"6UPniOAMx94",161004,637,7,0,65,"2011-10-31T01:23:18.000Z",24
"LUsHpvaInQ0",7884,19,2,0,1,"2013-11-24T02:30:28.000Z",24
"_MTrWLj-QhE",12673,70,2,0,25,"2011-08-25T08:02:38.000Z",22
"2UTLIJPssbA",2965,7,0,0,0,"2011-03-30T20:54:21.000Z",24
"AFdeUa62UhI",2569,2,0,0,0,"2013-05-18T11:29:31.000Z",1
"hplwv3NS8xs",23864,11,5,0,4,"2009-05-14T03:18:18.000Z",26
"f1oMiyf_kBs",73456,144,21,0,20,"2008-10-27T20:07:53.000Z",24
"N9a9PkCAuqo",2641,10,1,0,1,"2008-09-20T05:33:32.000Z",2
"mbQiPS2VM6I",13988,27,1,0,14,"2009-07-03T03:06:47.000Z",24
"pO7TLJZAr3M",3844,1,5,0,1,"2010-12-11T23:09:44.000Z",22
"t7BYvLcdna0",5908,21,1,0,1,"2013-01-26T15:44:22.000Z",24
"QosXUJY150g",5234,16,0,0,4,"2015-02-11T16:14:40.000Z",22
"PAg7PWftRmQ",2777,1,0,0,1,"2009-12-24T17:09:57.000Z",24
"UfMjKC5j0ns",1981,1,1,0,1,"2008-07-10T19:29:02.000Z",24
"3HPBCOtIKb0",2908,4,1,0,2,"2013-05-08T13:10:43.000Z",22
"Fl0tx3owfJw",28648,46,2,0,9,"2012-04-04T15:03:56.000Z",24
"4ZBvyGERWNY",1924,7,0,0,3,"2013-02-04T15:11:31.000Z",25
"kHAeg2DOcNA",1810,7,0,0,0,"2012-03-19T20:49:43.000Z",2
"XIvbVb28t70",89455,174,22,0,69,"2015-04-20T14:13:51.000Z",1
"A-4sP3hNNXA",5904,10,8,0,6,"2012-11-14T07:21:03.000Z",23
"V1n4dsA-ANk",12266,15,1,0,4,"2011-03-20T12:13:27.000Z",22
"hu2iXOzbnco",17539,28,0,0,9,"2012-01-31T14:57:36.000Z",24
"zRHn9K6xBSY",4199,8,1,0,0,"2012-02-29T17:34:23.000Z",24
"i45RVHB8JjM",8379,22,1,0,8,"2010-02-07T06:24:24.000Z",22
"JUrzF40DC5M",17356,53,5,0,9,"2011-09-14T03:41:52.000Z",2
"wvNJ8x-52TY",19185,33,2,0,5,"2009-01-09T22:19:19.000Z",27
"vmHfcjZZFw4",2184,10,0,0,0,"2012-07-15T16:27:51.000Z",22
"hR10PreelB4",3992,7,3,0,0,"2013-01-04T12:41:59.000Z",2
"C34GXXip1VA",7116,22,0,0,14,"2011-11-04T05:35:37.000Z",24
"uPb4aIGan1s",2084,1,0,0,0,"2012-03-18T04:29:41.000Z",24
"NMsL4l1TgmI",1126,131,7,0,10,"2012-08-15T12:10:17.000Z",23
"g9oDSMy4YsM",25855,29,0,0,3,"2013-12-27T16:51:17.000Z",1
"TKD2yvW5X38",1094,5,2,0,1,"2008-11-28T13:33:16.000Z",10
"FTkQUm8cezA",4376,NULL,NULL,0,0,"2012-05-03T17:19:23.000Z",28
"XRy0KEItWX4",2532,2,0,0,1,"2012-03-14T01:03:44.000Z",24
"QlocvaDxKi0",5984,8,0,0,0,"2013-11-20T02:32:42.000Z",22
"wSISYFSSc7U",114237,163,11,0,20,"2010-11-05T15:42:24.000Z",1
"3Zq3cKWQa_M",29296,49,3,0,1,"2011-04-14T15:12:58.000Z",24
"Ez1_KKr53W8",7943,21,2,0,1,"2014-09-10T17:41:31.000Z",1
"N4Yh_SQaiO4",3468,8,4,0,0,"2009-01-09T08:25:55.000Z",1
"QqAeIbcSELU",614707,2143,180,0,NULL,"2013-11-18T16:48:55.000Z",24
"kCuyWGOp61k",10568,28,0,0,3,"2013-06-15T20:18:50.000Z",10
"X1v70flPP0o",8696,10,2,0,3,"2013-03-15T13:01:22.000Z",2
"SO0CwGsuN4U",13835,6,2,0,1,"2012-02-20T16:09:56.000Z",24
"qaF5QGwv7D8",19634,12,5,0,0,"2010-09-19T00:29:28.000Z",24
"n_1URlcS4I0",3932,4,0,0,1,"2012-08-21T16:53:12.000Z",10
"ah_EV6Ew9-Y",696138,13831,629,0,1205,"2014-06-25T07:10:46.000Z",15
"qDNsaaan0VI",3191,11,0,0,3,"2010-09-05T03:35:14.000Z",24
"XR95VczegSQ",19249,22,1,0,7,"2007-07-26T17:46:05.000Z",24
"U4ZlAeyEqrs",200141,354,11,0,25,"2013-10-17T13:37:23.000Z",23
"K4P3yQp6tRM",2615,2,2,0,2,"2008-02-25T00:49:54.000Z",24
"o1PfOzuTw_s",51178,6,8,0,8,"2010-06-11T19:37:00.000Z",24
"M6M2X6IhIqo",173583,513,21,0,58,"2014-04-26T16:05:40.000Z",2
"8z7ZKt-4ldc",13509,17,3,0,2,"2015-01-11T10:09:37.000Z",10
"sEO6Iwf864A",2213,5,0,0,1,"2012-05-07T14:17:38.000Z",24
"JTSBuqUzTJQ",1881,0,0,0,0,"2007-08-07T02:42:29.000Z",24
"CPcCTdiBe5I",11338,31,3,0,1,"2011-01-03T02:03:51.000Z",23
"_wit_7Qe3ik",8518,5,0,0,4,"2007-11-12T23:27:21.000Z",24
"OnIcCrNXhLs",16368,72,0,0,4,"2008-01-16T17:23:36.000Z",10
"DDBjvv9PNiM",216734,1752,143,0,195,"2011-12-08T17:42:01.000Z",24
"pz6e4kjmQbk",12501,15,1,0,5,"2013-06-30T02:00:21.000Z",24
"B0SetJ2SnZE",95573,231,11,0,29,"2013-02-06T16:26:27.000Z",19
"oySmJqkMztM",20981,19,2,0,0,"2014-06-25T16:21:44.000Z",24
"LQljHzq1aKQ",1295,0,1,0,0,"2013-07-23T19:22:37.000Z",22
"eGnDWHh5t30",12491,13,2,0,6,"2012-10-14T16:11:27.000Z",2
"O2oB68nc0ZI",10379,20,0,0,1,"2010-09-11T10:48:40.000Z",23
"zdiuQGdXlDI",92536,82,14,0,6,"2011-06-07T10:27:36.000Z",1
"GknFUNIOMXU",2777,9,5,0,2,"2009-04-07T23:26:41.000Z",24
"p5q47Hxy3d8",6974,9,2,0,1,"2012-10-18T00:25:27.000Z",24
"82pEXZA7jmE",7071,16,1,0,8,"2011-04-25T21:51:30.000Z",24
"bhwmgCOjCp4",9148,23,0,0,7,"2015-01-21T00:58:49.000Z",24
"XIHoAWsVzuo",5502,4,0,0,7,"2009-08-07T19:49:06.000Z",22
"v-pTzhZeKhk",7876,5,3,0,3,"2011-08-04T19:07:03.000Z",22
"V14qQrCZx0Q",8498,5,5,0,1,"2012-04-23T00:21:38.000Z",24
"gAVElm7EP5s",1861,20,3,0,10,"2010-11-14T01:47:32.000Z",23
"utNJOYgJ1GE",7977,28,1,0,0,"2015-05-11T01:08:07.000Z",24
"jAEdzXM8bj4",2961,3,0,0,1,"2008-04-09T01:13:08.000Z",24
"nc01mBHmWa0",3488,16,1,0,3,"2015-03-15T08:51:16.000Z",26
"0VFmTstB1gM",2125,8,0,0,2,"2010-02-07T12:58:21.000Z",24
"IKL9yCbK3-0",6732,5,2,0,1,"2014-12-15T15:15:51.000Z",10
"18P_JwHP28w",1113,1,0,0,0,"2009-05-20T07:24:25.000Z",24
"Ohthnt6w9uY",468161,1629,577,0,327,"2015-01-27T19:33:44.000Z",24
"Axebg0yrPnk",5290,10,0,0,0,"2014-09-04T17:40:23.000Z",22
"S8FyNiLYZOY",6482,16,0,0,1,"2010-10-24T18:26:26.000Z",10
"52uPlaBScfA",19698,97,3,0,18,"2010-06-28T15:18:04.000Z",24
"skISYfr8Mj8",2139,0,0,0,1,"2013-09-25T12:57:58.000Z",22
"vghHx2S5RVQ",13772,71,11,0,1,"2014-08-09T11:00:01.000Z",24
"TboLizn6cnE",1702,2,0,0,0,"2011-12-13T23:30:13.000Z",17
"m4C3qaznhoU",96686,NULL,NULL,0,42,"2009-07-01T15:14:54.000Z",24
"E-fdQZjXxJo",1797,8,1,0,2,"2006-11-25T14:11:47.000Z",19
"khgV8O1YBKU",6740,12,2,0,1,"2014-12-24T00:46:47.000Z",24
"r01R9-OeeeA",10450,25,3,0,5,"2010-03-25T18:19:40.000Z",1
"pQ-MrRFjy6g",18619,20,1,0,12,"2011-01-30T17:08:25.000Z",24
"BISMY4tWA3s",16176,26,0,0,1,"2010-11-20T03:37:27.000Z",24
"-doEpVWFLsE",17292,49,2,0,48,"2008-09-17T20:48:41.000Z",22
"d7yY6ZZWOyY",7392,1,2,0,1,"2012-01-16T06:32:12.000Z",26
"h4TZj2jov_I",3209,9,2,0,2,"2012-07-08T04:40:07.000Z",24
"Ehux2Y3dzMU",11972,63,5,0,6,"2010-09-24T06:01:26.000Z",26
"jaZF0rjSVM0",1255,7,1,0,0,"2012-08-28T10:10:08.000Z",17
"e-13hh9aolQ",10295,11,2,0,2,"2012-05-07T18:58:58.000Z",24
"KvXUNJmSxqM",102595,167,31,0,NULL,"2011-03-21T14:23:45.000Z",23
"BKVGBEfs2uM",4720,19,1,0,10,"2009-11-11T01:47:39.000Z",24
"k2-QG6sJyg4",239401,403,20,0,192,"2011-06-05T19:27:21.000Z",27
"JM4HGPzkFGM",2889,7,2,0,4,"2007-05-19T21:09:14.000Z",1
"M3yBENJKoXk",348848,2313,85,0,179,"2009-06-13T16:15:06.000Z",10
"gXEOXWaExHE",9869,12,2,0,15,"2009-03-16T22:11:16.000Z",24
"muBymDiozJE",6155,64,16,0,16,"2014-04-28T07:26:13.000Z",25
"r5IWkX4-2Gc",40748,40,10,0,0,"2014-06-16T13:17:27.000Z",26
"66s8mHP28oY",14048,23,1,0,2,"2012-03-30T16:19:53.000Z",24
"If1LFbwkAPQ",17713,104,2,0,21,"2011-07-21T17:44:26.000Z",22
